OBJECTID,CF,CASE_NUM,SOURCE,ADOPTDATE,COMMENTS,CPA_1,CPA_2,BICYCLE_N,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
982,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,67.9599436891814
983,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,3,,,,,110.50002843772
984,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,3,,,,,112.944875926167
985,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,3,,,,,434.691602865639
986,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NRD,,2,,,,,244.248890537899
987,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,139.935865711808
988,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,143.724070606117
989,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,3,,,,,103.691010010451
990,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,3,,,,,71.7341502389186
991,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,3,,,,,58.8600980625226
992,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,2,,,,,82.8497629181234
993,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,2,,,,,36.7907742931975
994,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HAR,,2,,,,,161.544999199235
995,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SPD,,2,,,,,86.7752341297652
996,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SPD,,2,,,,,186.120923157676
997,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,160.37210995019
998,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,324.049734197314
999,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NRD,,1,,,,,75.6266272016184
1000,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,223.54339964195
1001,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,127.635566052305
1002,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,91.5001980622463
1003,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,RES,2,,,,,7.41014050016232
1004,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,ENC,,2,,,,,693.439753361862
1005,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,171.203147611926
1006,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,487.121220071745
1007,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,207.027600340128
1008,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,199.722600366513
1009,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,106.034600724012
1010,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,113.14479150541
1011,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,110.943791645107
1012,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,116.066698747165
1013,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,132.626918013739
1014,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,171.858005583218
1015,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,155.621938345274
1016,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,116.107089003858
1017,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,68.4032574697439
1018,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,47.6182313416115
1019,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,28.6011470973349
1020,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,42.6239309983122
1021,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,102.000306038361
1022,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,50.3168569849857
1023,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,315.166648136038
1024,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,145.10643795782
1025,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.467068739165
1026,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,126.751976655576
1027,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,243.291357089133
1028,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,293.801587687344
1029,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,189.892046722999
1030,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,144.666915428686
1031,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,3,,,,,487.286422303452
1032,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,3,,,,,118.175427137353
1033,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,138.953571540925
1034,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,1,,,,,244.03652785505
1035,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,191.454430631657
1036,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,133.652417144945
1037,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,122.065834975661
1038,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,1,,,,,111.220353801167
1039,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,111.168630612723
1040,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,1,,,,,118.216859712542
1041,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,118.272428783883
1042,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,244.119964307949
1043,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,1,,,,,121.937955651612
1044,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,122.894629460816
1045,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,165.62064104431
1046,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,3,,,,,63.8319153729006
1047,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,60.8855044264837
1048,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,267.06017261719
1049,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,1,,,,,122.294453600257
1050,15-0719,CPC-2013-910-GPA-SP-CA-MSC,Warner Center Specific Plan,2015/08/11 00:00:00+00,,CPK,,3,,,,,129.436874556803
1051,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,397.587570989651
1052,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,488.254837879972
1053,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,3,,,,,131.340367151916
1054,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,495.090281851089
1055,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,2,,,,,125.666735515608
1056,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,130.731953202066
1057,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,1,,,,,121.498645811914
1058,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,132.948080933436
1059,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,488.775736005928
1060,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NRD,,1,,,,,438.709915111646
1061,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,132.944523660795
1062,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,7.42517800916568
1063,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,57.0290287636156
1064,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,62.3528703195645
1065,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,40.9472738219368
1066,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,120.184263566307
1067,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,119.854318249087
1068,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,118.585319567172
1069,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,131.26321353915
1070,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,122.004736648817
1071,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,118.532224504423
1072,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,121.971744058615
1073,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,121.970336320526
1074,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.42004618758
1075,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.420148344591
1076,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.883846692368
1077,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,242.858609461314
1078,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,248.032075687524
1079,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,119.160885043048
1080,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,243.638704824235
1081,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,109.502818237038
1082,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,86.054500910046
1083,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,123.270999183404
1084,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,133.744021309319
1085,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.430993533266
1086,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,121.434891038374
1087,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,120.654597664388
1088,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,119.587683158731
1089,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,3,,,,,487.057350892745
1090,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,159.264076844236
1091,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,166.599184960608
1092,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,34.1020470935557
1093,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,42.3891670078164
1094,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,128.804000491579
1095,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,94.2503553896092
1096,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,256.264854078479
1097,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,55.4064562599714
1098,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,419.205644124408
1099,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,8.8078765762322
1100,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,147.003107626332
1101,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,173.634374191385
1102,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,36.511029854357
1103,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,488.291220731686
1104,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,451.90488697775
1105,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,347.988682213193
1106,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,366.080275617807
1107,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,128.471567291616
1108,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,244.475600635326
1109,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,121.971542850335
1110,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,122.003343237083
1111,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,121.987442806581
1112,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,121.952742919364
1113,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,SVY,1,,,,,243.030715180822
1114,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,SVY,1,,,,,164.337309747616
1115,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,SVY,1,,,,,321.742417709983
1116,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,SVY,1,,,,,486.182820856444
1117,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,SVY,1,,,,,194.275813311551
1118,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2,Warner Center Specific Plan,2016/09/09 00:00:00+00,,CPK,,2,,,,,442.951194520928
1119,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,164.322045351682
1120,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,324.066312037961
1121,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,140.190066953651
1122,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,233.105805400719
1123,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,291.752707671213
1124,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,117.56430317038
1125,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,255.560307303983
1126,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,244.061135782811
1127,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,249.441347844695
1128,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,124.816051827696
1129,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,118.195552591332
1130,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,121.520450058532
1131,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,119.76415656545
1132,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,117.84195171437
1133,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,117.827156608825
1134,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,130.718663259041
1135,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SVY,,2,,,,,121.531454787771
1136,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,131.23033913599
1137,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,127.57628359682
1138,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,120.170663806383
1139,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,178.260805226936
1140,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,16.3649355971417
1141,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,110.884138939591
1142,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,53.7479541711683
1143,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,12.0270831031397
1144,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,113.16316362543
1145,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,486.851099034228
1146,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,133.956449184549
1147,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,111.838683451506
1148,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,143.046736465817
1149,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,100.916867622933
1150,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,108.489863785732
1151,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NHL,,2,,,,,122.190937864448
1152,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,718.456009192375
1153,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,117.596479253327
1154,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,209.284491441843
1155,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,39.3751975098885
1156,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,18.1725272380068
1157,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,3,,,,,105.416098091837
1158,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,3,,,,,156.046488662181
1159,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,3,,,,,74.9154994119581
1160,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,3,,,,,110.944434853684
1161,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,1,,,,,148.643757398947
1162,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,238.453961558393
1163,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,375.938200304556
1164,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,19.129888263413
1165,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,1,,,,,121.845461288633
1166,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,129.002942986876
1167,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,,2,,,,,118.166688181371
1168,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,125.337126160638
1169,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,58.7996154345703
1170,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,185.551028238898
1171,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,6.29203438322442
1172,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,202.219629327179
1173,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,SYL,2,,,,,66.5786766753079
1174,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,160.874196321179
1175,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,104.869841516997
1176,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,175.694004832507
1177,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,253.056189045019
1178,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,29.5447930846626
1179,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,206.895322376968
1180,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,71.6860694905003
1181,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,WIL,,2,,,,,94.6751227537746
1182,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,65.5596135802105
1183,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,36.3300656528106
1184,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,75.4608762436622
1185,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,26.85278205492
1186,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WIL,,3,,,,,51.3182343827638
