OBJECTID,CF,CASE_NUM,SOURCE,ADOPTDATE,COMMENTS,CPA_1,CPA_2,BICYCLE_N,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
1,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy. Middle out consistency edit.,SVY,,2,,,,,450.881240432195
2,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,480.410135109743
3,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,247.308770556373
4,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated as per Lena,NLA,,2,,,,,61.3696737187955
5,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,267.396797668718
6,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,250.838273919743
7,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated as per Lena,NLA,,2,,,,,110.255284009035
8,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,Updated per Timmy. Middle out consistency edit.,SLA,,1,,,,,132.119711572869
9,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,302.559544954201
10,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,249.609977439035
11,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,VNY,,2,,,,,35.516760222252
12,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,267.469725671594
13,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,201.560769310157
14,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,480.136649202878
15,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,VNY,,2,,,,,488.817797352861
16,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,372.557652697355
17,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WIL,,1,,,,,163.268462370113
18,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,VNY,,2,,,,,59.636793854023
19,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated as per Lena,NLA,,2,,,,,6.23920993315755
20,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,225.137211424341
21,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,253.512585407161
22,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated as per Lena,NLA,,2,,,,,63.6251232369258
23,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,254.175095190118
24,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,247.308826734281
25,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,302.574336396838
26,15-0719,CPC-2013-910-GPA-SP-CA-MSC,West Adams- Baldwin Hills- Leimert Community Plan,2015/08/11 00:00:00+00,Updated per Timmy. Frontage street is local.,WAD,,1,,,,,249.60638113752
27,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,Updated per Timmy.,SLA,,2,,,,,253.426940951054
28,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,264.575238938525
29,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCY,,1,,,,,73.9442237041178
30,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCY,,2,,,,,120.177089591554
31,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,634.068172413924
32,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,191.253464611629
33,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,1,,,,,78.1458657085766
34,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,533.207280070828
35,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,533.222182203334
36,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,266.467778509664
37,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,266.469656186817
38,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,236.829983355168
39,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,229.4584847736
40,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,114.771299401659
41,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,1,,,,,157.193956280366
42,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,1,,,,,209.101371638096
43,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,2,,,,,60.0953367985878
44,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,2,,,,,907.397306837072
45,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,2,,,,,1035.16457687835
46,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,289.341927042066
47,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,532.855227722242
48,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,80.3714739886489
49,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,133.527238951647
50,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,460.622639071497
51,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,244.213134233129
52,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,244.01392205431
53,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,244.045720486701
54,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,48.6535206347476
55,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,176.126823860887
56,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,30.6633251272617
57,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,134.685059290951
58,15-0719,CPC-2013-910-GPA-SP-CA-MSC,CASP,2015/08/11 00:00:00+00,,NLA,,2,,,,,163.761491058947
59,15-0719,CPC-2013-910-GPA-SP-CA-MSC,CASP,2015/08/11 00:00:00+00,,NLA,,2,,,,,91.8006218337104
60,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,51.9120702838042
61,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,2,,,,,388.097583758218
62,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,2,,,,,25.5492820370621
63,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,229.417415258728
64,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,207.906118599004
65,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,485.6599860629
66,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,SLD,2,,,,,366.184513542755
67,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,565.757984714683
68,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,876.613044864961
69,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,189.857557557111
70,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,244.166219185309
71,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,245.880220528038
72,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,132.948120093029
73,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,334.447707312376
74,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,165.991810767324
75,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,141.634458885621
76,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,165.980516679218
77,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,98.3156656817468
78,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,SHR,3,,,,,75.5940947506832
79,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,SHR,3,,,,,68.7745900790114
80,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,SHR,3,,,,,174.400686661453
81,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,SHR,3,,,,,316.317617782923
82,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,HWD,,3,,,,,195.918100947029
83,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,3,,,,,67.5998040258356
84,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,103.762280057509
85,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,87.0687031990367
86,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ARL,SVY,2,,,,,315.72068948591
87,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,,2,,,,,110.387562324532
88,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,SLD,2,,,,,35.540317493649
89,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,SLD,2,,,,,74.6313879497296
90,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SVY,SLD,2,,,,,247.419854547319
91,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,58.5060949573588
92,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,17.9848072079719
93,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NHL,,2,,,,,145.384787515725
94,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,3,,,,,60.2897809165236
95,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,119.847402865991
96,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,127.906802702017
97,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,3,,,,,47.085720672613
98,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SLA,,2,,,,,143.202286336856
99,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SLA,,2,,,,,122.345596104482
100,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SLA,,2,,,,,26.8615172543648
101,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,3,,,,,19.3521816046497
102,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLA,,3,,,,,68.5817350766329
103,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CCY,,2,,,,,3.36713839491053
104,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SEL,,3,,,,,103.360410647621
105,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,29.0253002231166
106,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,205.176699977229
107,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,209.70810493456
108,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,244.276291695587
109,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,126.079470433357
110,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,269.72881123716
111,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,603.875951173433
112,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,2,,,,,196.326377729765
113,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,587.532067770294
114,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,215.367719380895
115,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,243.921595683746
116,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLK,,2,,,,,15.8142015837137
117,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CCN,,2,,,,,57.008831467408
118,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CCN,,2,,,,,205.050413319402
119,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,116.2858818954
120,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,14.9126474510022
121,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,97.5514966206893
122,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,BHT,,2,,,,,473.375496563985
123,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2,Westside Mobility Plan,2016/09/09 00:00:00+00,,PLM,,3,,,,,103.484759880582
124,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,547.575146581777
125,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2,Westside Mobility Plan,2016/09/09 00:00:00+00,,PLM,,3,,,,,112.092352473637
126,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2,Westside Mobility Plan,2016/09/09 00:00:00+00,,PLM,,3,,,,,44.8071439602226
127,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,393.021586558677
128,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,1,,,,,72.2111089727138
129,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,1,,,,,414.418952141039
130,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,260.81566965754
131,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,65.0651415134865
132,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,162.785094496424
133,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,235.238638969645
134,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,361.262697399318
135,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,243.094727067478
136,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,112.913764466036
137,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,479.318666759508
138,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,486.448560637475
139,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,357.397653298354
140,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,120.912789959149
141,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,138.011792634173
142,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,237.53816023115
143,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,1,,,,,488.3618711145
144,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,266.956409813452
145,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,1,,,,,148.287572530921
146,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,373.34646153392
147,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,488.516421328169
148,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,3,,,,,645.187760414568
149,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,243.23580912088
150,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,46.6842199879335
151,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,244.398643014439
152,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,196.378383228711
153,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,154.037285961904
154,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,264.793800995606
155,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,95.3024288095808
156,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,183.550473339856
157,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,124.20236266194
158,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WWD,,2,,,,,293.066452733021
159,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,127.75410220964
160,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,1,,,,,340.370931157438
161,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,219.715306450167
162,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,426.439033994093
163,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,127.592906788826
164,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,127.607026823238
165,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,244.158930228246
166,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SHR,,3,,,,,115.988753139803
167,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WLM,,3,,,,,362.822075683356
168,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,WLM,,3,,,,,113.606000342372
169,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,SLA,,2,,,,,52.3150913584683
170,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,133.087696177423
171,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NLA,,2,,,,,510.156071104981
172,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,195.893037852812
173,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,131.307779505362
174,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,138.587321057177
175,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,2,,,,,224.689183444342
176,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CHT,,2,,,,,318.173036022188
177,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,476.407640556395
178,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SYL,,2,,,,,260.967613793494
179,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,2,,,,,131.195191182805
180,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,BHT,,2,,,,,50.0252514886654
181,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,518.465116628225
182,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,161.513679817744
183,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,SLD,,2,,,,,72.1553406404531
184,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,NRD,,2,,,,,415.23343940744
185,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,GHL,,1,,,,,488.592586453351
186,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,NLA,,1,,,,,334.601371655672
187,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,504.455664350158
188,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,3,,,,,488.610148451388
189,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,134.650213739602
190,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,125.836268133111
191,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,239.861774427499
192,15-0719,CPC-2013-910-GPA-SP-CA-MSC-M2, ,2016/09/09 00:00:00+00,,CPK,,2,,,,,241.608661103498
193,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CPK,,2,,,,,128.687469781772
194,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,3,,,,,277.290292813515
195,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,CHT,,2,,,,,458.617766814756
196,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,MSS,,2,,,,,363.458034229695
197,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,RES,,1,,,,,244.119329998639
198,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,ENC,,1,,,,,375.120996514946
199,15-0719,CPC-2013-910-GPA-SP-CA-MSC, ,2015/08/11 00:00:00+00,,VNY,,2,,,,,121.428105577372
